no_of_gears,city_mpg,highway_mpg,car_volume,Power_Index,Car_Age,Avg_MPG,displacement,cylinders,hp,torque
6.0,25,33,2153844,8.091743821164236,15,29.0,1.6,4.0,118.0,114.0
6.0,26,34,2632032,11.634775907640888,15,30.0,1.6,4.0,172.0,177.0
6.0,24,32,2632032,11.634775907640888,15,28.0,1.6,4.0,172.0,177.0
6.0,25,33,2632032,14.069961562728516,15,29.0,1.6,4.0,208.0,192.0
6.0,13,19,1698800,32.76303972718537,14,16.0,5.9,12.0,470.0,443.0
6.0,13,19,1698800,32.76303972718537,14,16.0,5.9,12.0,470.0,443.0
4.0,21,30,49735,15.997064239558917,14,25.5,2.4,4.0,173.0,166.0
6.0,20,31,49735,15.997064239558917,14,25.5,2.4,4.0,173.0,166.0
6.0,20,31,49735,15.997064239558917,14,25.5,2.4,4.0,173.0,166.0
6.0,14,21,49735,26.168607975694645,14,17.5,3.6,6.0,283.0,260.0
6.0,16,22,883200,28.120030428105743,14,19.0,5.0,8.0,385.0,380.0
6.0,15,22,883200,37.067312837048476,14,18.5,5.0,8.0,507.5,461.0
6.0,16,24,736000,28.49954677892028,14,20.0,5.0,8.0,385.0,380.0
6.0,15,22,736000,37.19493693794182,14,18.5,5.0,8.0,507.5,461.0
6.0,15,22,736000,37.19493693794182,14,18.5,5.0,8.0,507.5,461.0
5.0,18,27,4129020,19.16821639895686,14,22.5,3.6,6.0,292.0,260.0
5.0,18,27,4169700,19.155888066282703,14,22.5,3.6,6.0,292.0,260.0
5.0,16,25,4169700,23.81365537007062,14,20.5,5.7,8.0,363.0,394.0
5.0,15,23,4535820,23.68289710694507,14,19.0,5.7,8.0,363.0,394.0
6.0,16,22,883200,28.120030428105743,15,19.0,5.0,8.0,385.0,380.0
6.0,15,22,883200,37.067312837048476,15,18.5,5.0,8.0,507.5,461.0
4.0,20,26,8985795,10.617597101815118,14,23.0,2.5,4.0,170.0,170.0
5.0,20,27,8985795,10.617597101815118,14,23.5,2.5,4.0,170.0,170.0
4.0,19,24,8985795,13.990245592979921,15,21.5,2.5,4.0,224.0,226.0
6.0,15,22,736000,37.19493693794182,15,18.5,5.0,8.0,507.5,461.0
6.0,16,24,736000,28.49954677892028,15,20.0,5.0,8.0,385.0,380.0
6.0,16,23,1468800,27.112758197157863,14,19.5,5.0,8.0,385.0,380.0
6.0,16,23,1468800,27.112758197157863,14,19.5,5.0,8.0,385.0,380.0
6.0,15,21,1468800,35.73954489625355,14,18.0,5.0,8.0,507.5,461.0
6.0,15,21,1468800,33.09869182510181,14,18.0,5.0,8.0,470.0,424.0
5.0,23,29,1740154,10.99552299712598,14,26.0,2.0,4.0,158.0,141.0
5.0,23,28,1740154,11.969809844972584,14,25.5,2.4,4.0,172.0,165.0
5.0,22,28,2192320,11.780441588725132,14,25.0,2.4,4.0,172.0,165.0
5.0,23,29,1740154,10.99552299712598,14,26.0,2.0,4.0,158.0,141.0
5.0,23,28,1740154,11.969809844972584,14,25.5,2.4,4.0,172.0,165.0
5.0,22,28,2192320,11.780441588725132,14,25.0,2.4,4.0,172.0,165.0
5.0,23,28,1740154,11.969809844972584,14,25.5,2.4,4.0,172.0,165.0
5.0,22,28,2192320,11.780441588725132,14,25.0,2.4,4.0,172.0,165.0
5.0,23,28,1740154,11.969809844972584,14,25.5,2.4,4.0,172.0,165.0
5.0,22,28,2192320,11.780441588725132,14,25.0,2.4,4.0,172.0,165.0
4.0,18,26,2448180,12.099907831382007,15,22.0,2.7,6.0,178.0,190.0
5.0,17,23,2448180,16.994252572165742,15,20.0,3.5,6.0,250.0,250.0
4.0,17,25,2448180,16.994252572165742,15,21.0,3.5,6.0,250.0,250.0
4.0,17,25,2448180,16.994252572165742,15,21.0,3.5,6.0,250.0,250.0
5.0,17,23,2448180,16.994252572165742,15,20.0,3.5,6.0,250.0,250.0
5.0,16,25,2448180,24.471723703918666,15,20.5,5.7,8.0,360.0,389.0
5.0,16,23,2448180,24.471723703918666,15,19.5,5.7,8.0,360.0,389.0
4.0,17,25,2448180,16.994252572165742,15,21.0,3.5,6.0,250.0,250.0
5.0,16,25,2448180,24.471723703918666,15,20.5,5.7,8.0,360.0,389.0
5.0,13,19,2291400,29.020789442879778,15,16.0,6.1,8.0,425.0,420.0
6.0,17,25,1200568,20.216731694713264,14,21.0,3.6,6.0,283.0,260.0
6.0,17,25,1200568,20.216731694713264,14,21.0,3.6,6.0,283.0,260.0
6.0,17,25,1200568,20.216731694713264,14,21.0,3.6,6.0,283.0,260.0
6.0,16,23,792442,14.503555952478964,15,19.5,3.8,6.0,197.0,230.0
6.0,17,25,792442,18.479149969909745,15,21.0,4.0,6.0,251.0,259.0
6.0,16,23,792442,14.503555952478964,15,19.5,3.8,6.0,197.0,230.0
6.0,16,23,792442,14.503555952478964,15,19.5,3.8,6.0,197.0,230.0
6.0,16,25,1468800,21.12682456921392,15,20.5,4.2,8.0,300.0,310.0
6.0,16,23,1468800,27.112758197157863,15,19.5,5.0,8.0,385.0,380.0
6.0,15,21,1468800,33.09869182510181,15,18.0,5.0,8.0,470.0,424.0
6.0,15,21,1468800,35.73954489625355,15,18.0,5.0,8.0,507.5,461.0
5.0,23,29,1647756,11.037430806093225,15,26.0,2.0,4.0,158.0,141.0
5.0,23,28,1647756,12.015431004101487,15,25.5,2.4,4.0,172.0,165.0
5.0,23,28,1647756,12.015431004101487,15,25.5,2.4,4.0,172.0,165.0
5.0,23,29,1647756,11.037430806093225,15,26.0,2.0,4.0,158.0,141.0
5.0,23,28,1647756,12.015431004101487,15,25.5,2.4,4.0,172.0,165.0
5.0,23,28,1647756,12.015431004101487,15,25.5,2.4,4.0,172.0,165.0
5.0,23,28,1647756,12.015431004101487,15,25.5,2.4,4.0,172.0,165.0
5.0,23,28,1647756,12.015431004101487,15,25.5,2.4,4.0,172.0,165.0
6.0,21,27,3403800,12.566152393030016,14,24.0,1.8,4.0,189.0,133.0
6.0,20,26,3403800,14.427804599404833,14,23.0,1.8,4.0,217.0,155.0
6.0,20,26,3403800,14.494292178203935,15,23.0,1.8,4.0,218.0,156.0
6.0,21,27,3403800,12.566152393030016,16,24.0,1.8,4.0,189.0,133.0
6.0,20,26,3403800,14.494292178203935,16,23.0,1.8,4.0,218.0,156.0
6.0,22,33,296310,13.41358748081032,14,27.5,2.4,4.0,169.0,160.0
6.0,22,33,296310,13.41358748081032,14,27.5,2.4,4.0,169.0,160.0
6.0,22,33,296310,13.41358748081032,14,27.5,2.4,4.0,169.0,160.0
6.0,17,26,296310,20.00132571103077,14,21.5,3.6,6.0,252.0,251.0
6.0,22,33,296310,13.41358748081032,14,27.5,2.4,4.0,169.0,160.0
6.0,17,26,296310,20.00132571103077,14,21.5,3.6,6.0,252.0,251.0
6.0,17,27,2739876,18.619180541054117,14,22.0,3.5,6.0,276.0,258.0
6.0,27,35,72072,10.817639408115259,13,31.0,1.6,4.0,121.0,114.0
6.0,25,30,72072,10.817639408115259,13,27.5,1.6,4.0,121.0,114.0
6.0,26,32,85176,15.943643398248973,13,29.0,1.6,4.0,181.0,177.0
6.0,25,32,85176,15.943643398248973,13,28.5,1.6,4.0,181.0,177.0
6.0,25,31,85176,15.943643398248973,13,28.0,1.6,4.0,181.0,177.0
6.0,23,30,85176,15.943643398248973,13,26.5,1.6,4.0,181.0,177.0
6.0,28,35,72072,10.817639408115259,14,31.5,1.6,4.0,121.0,114.0
6.0,25,30,72072,10.817639408115259,14,27.5,1.6,4.0,121.0,114.0
6.0,26,32,85176,15.943643398248973,14,29.0,1.6,4.0,181.0,177.0
6.0,25,32,85176,15.943643398248973,14,28.5,1.6,4.0,181.0,177.0
6.0,25,31,85176,15.943643398248973,14,28.0,1.6,4.0,181.0,177.0
6.0,23,30,85176,15.943643398248973,14,26.5,1.6,4.0,181.0,177.0
4.0,22,30,296310,13.41358748081032,15,26.0,2.4,4.0,169.0,160.0
4.0,22,30,296310,13.492957820933457,15,26.0,2.4,4.0,170.0,158.0
6.0,22,33,296310,13.41358748081032,15,27.5,2.4,4.0,169.0,160.0
6.0,22,33,296310,13.41358748081032,15,27.5,2.4,4.0,169.0,160.0
6.0,17,26,296310,20.00132571103077,15,21.5,3.6,6.0,252.0,251.0
6.0,22,33,296310,13.41358748081032,15,27.5,2.4,4.0,169.0,160.0
6.0,17,26,296310,20.00132571103077,15,21.5,3.6,6.0,252.0,251.0
6.0,20,26,5451522,15.472485636870374,14,23.0,1.8,4.0,240.0,170.0
6.0,20,26,5451522,16.568453369482025,14,23.0,1.8,4.0,257.0,174.0
6.0,20,26,5343600,15.49245645908244,15,23.0,1.8,4.0,240.0,170.0
6.0,20,26,5500800,15.463514721179392,16,23.0,1.8,4.0,240.0,170.0
6.0,21,27,5451522,16.568453369482025,16,24.0,1.8,4.0,257.0,174.0
5.0,26,35,2056032,9.49348216849561,13,30.5,1.8,4.0,138.0,125.0
6.0,25,35,2056032,9.49348216849561,13,30.0,1.8,4.0,138.0,125.0
5.0,26,35,2056032,9.49348216849561,13,30.5,1.8,4.0,138.0,125.0
6.0,25,35,2056032,9.49348216849561,13,30.0,1.8,4.0,138.0,125.0
5.0,26,35,2056032,9.49348216849561,13,30.5,1.8,4.0,138.0,125.0
6.0,25,35,2056032,9.49348216849561,13,30.0,1.8,4.0,138.0,125.0
4.0,26,34,296310,13.01673578019463,15,30.0,2.4,4.0,164.0,159.0
6.0,13,20,152643,33.93135264091477,14,16.5,4.2,8.0,405.0,339.0
6.0,13,20,152643,36.27722393460764,14,16.5,4.7,8.0,433.0,361.0
6.0,12,19,152643,33.93135264091477,15,15.5,4.2,8.0,405.0,339.0
6.0,12,19,152643,36.27722393460764,15,15.5,4.7,8.0,433.0,361.0
6.0,12,20,67014,37.19493693794182,14,16.0,4.7,8.0,433.0,361.0
6.0,12,19,152643,36.27722393460764,15,15.5,4.7,8.0,433.0,361.0
6.0,12,20,3731262,26.43359751339025,14,16.0,4.2,8.0,400.0,339.0
6.0,12,19,3731262,28.41611732689452,14,15.5,4.7,8.0,430.0,361.0
6.0,12,19,3374772,29.271203017847082,14,15.5,4.7,8.0,440.0,361.0
6.0,15,19,110126,17.399709052572202,14,17.0,3.8,6.0,202.0,237.0
4.0,15,19,110126,17.399709052572202,14,17.0,3.8,6.0,202.0,237.0
6.0,15,19,110126,17.399709052572202,14,17.0,3.8,6.0,202.0,237.0
4.0,15,19,110126,17.399709052572202,14,17.0,3.8,6.0,202.0,237.0
6.0,15,19,110126,17.399709052572202,14,17.0,3.8,6.0,202.0,237.0
4.0,15,19,110126,17.399709052572202,14,17.0,3.8,6.0,202.0,237.0
6.0,15,19,110126,17.399709052572202,14,17.0,3.8,6.0,202.0,237.0
4.0,15,19,110126,17.399709052572202,14,17.0,3.8,6.0,202.0,237.0
6.0,15,19,25912,19.87699866776256,14,17.0,3.8,6.0,202.0,237.0
4.0,15,19,25912,19.87699866776256,14,17.0,3.8,6.0,202.0,237.0
6.0,15,19,110126,17.399709052572202,14,17.0,3.8,6.0,202.0,237.0
4.0,15,19,110126,17.399709052572202,14,17.0,3.8,6.0,202.0,237.0
6.0,15,19,26520,19.831740151362613,14,17.0,3.8,6.0,202.0,237.0
4.0,15,19,26520,19.831740151362613,14,17.0,3.8,6.0,202.0,237.0
6.0,15,19,26520,19.831740151362613,14,17.0,3.8,6.0,202.0,237.0
4.0,15,19,26520,19.831740151362613,14,17.0,3.8,6.0,202.0,237.0
4.0,15,19,26520,19.831740151362613,14,17.0,3.8,6.0,202.0,237.0
6.0,15,19,26520,19.831740151362613,14,17.0,3.8,6.0,202.0,237.0
4.0,15,19,26520,19.831740151362613,14,17.0,3.8,6.0,202.0,237.0
6.0,15,19,172380,16.75311047422748,14,17.0,3.8,6.0,202.0,237.0
4.0,15,19,172380,16.75311047422748,14,17.0,3.8,6.0,202.0,237.0
6.0,15,19,26520,19.831740151362613,14,17.0,3.8,6.0,202.0,237.0
4.0,15,19,26520,19.831740151362613,14,17.0,3.8,6.0,202.0,237.0
6.0,15,19,172380,16.75311047422748,14,17.0,3.8,6.0,202.0,237.0
4.0,15,19,172380,16.75311047422748,14,17.0,3.8,6.0,202.0,237.0
6.0,15,19,18040,20.917508823108125,15,17.0,3.8,6.0,205.0,240.0
4.0,15,19,18040,20.917508823108125,15,17.0,3.8,6.0,205.0,240.0
6.0,15,19,28160,20.008406808324175,15,17.0,3.8,6.0,205.0,240.0
4.0,15,19,28160,20.008406808324175,15,17.0,3.8,6.0,205.0,240.0
6.0,15,19,28160,20.008406808324175,15,17.0,3.8,6.0,205.0,240.0
4.0,15,19,28160,20.008406808324175,15,17.0,3.8,6.0,205.0,240.0
4.0,15,20,18810,20.82868268623897,15,17.5,3.8,6.0,205.0,240.0
6.0,15,19,18810,20.82868268623897,15,17.0,3.8,6.0,205.0,240.0
4.0,15,19,18810,20.82868268623897,15,17.0,3.8,6.0,205.0,240.0
4.0,15,20,24750,20.263682560652573,15,17.5,3.8,6.0,205.0,240.0
6.0,15,19,24750,20.263682560652573,15,17.0,3.8,6.0,205.0,240.0
4.0,15,19,24750,20.263682560652573,15,17.0,3.8,6.0,205.0,240.0
6.0,15,19,24750,20.263682560652573,15,17.0,3.8,6.0,205.0,240.0
4.0,15,19,24750,20.263682560652573,15,17.0,3.8,6.0,205.0,240.0
4.0,15,19,26520,20.126270945689782,15,17.0,3.8,6.0,205.0,240.0
4.0,18,25,505714,14.08587053684522,15,21.5,2.9,4.0,185.0,190.0
5.0,18,24,820292,13.585542818603418,15,21.0,2.9,4.0,185.0,190.0
4.0,17,23,820292,13.585542818603418,15,20.0,2.9,4.0,185.0,190.0
4.0,17,23,505714,18.425841459008343,15,20.0,3.7,5.0,242.0,242.0
4.0,17,23,820292,17.771358714065013,15,20.0,3.7,5.0,242.0,242.0
6.0,12,20,3731262,26.43359751339025,15,16.0,4.2,8.0,400.0,339.0
6.0,12,19,3731262,28.08569735797714,15,15.5,4.7,8.0,425.0,361.0
6.0,12,19,3731262,28.614369308244946,15,15.5,4.7,8.0,433.0,361.0
5.0,15,20,6276792,15.972022394385148,14,17.5,3.5,6.0,250.0,247.0
5.0,15,20,6276792,15.972022394385148,14,17.5,3.5,6.0,250.0,247.0
5.0,15,20,403328,19.368572324456867,14,17.5,3.5,6.0,250.0,247.0
5.0,15,20,6276792,15.972022394385148,15,17.5,3.5,6.0,250.0,247.0
5.0,15,20,6276792,15.972022394385148,15,17.5,3.5,6.0,250.0,247.0
5.0,15,20,403328,19.368572324456867,15,17.5,3.5,6.0,250.0,247.0
6.0,29,37,2109888,8.309214922872489,13,33.0,1.6,4.0,121.0,114.0
6.0,28,36,2109888,8.309214922872489,13,32.0,1.6,4.0,121.0,114.0
6.0,27,35,2216448,12.38757342602331,13,31.0,1.6,4.0,181.0,177.0
6.0,26,34,2216448,12.38757342602331,13,30.0,1.6,4.0,181.0,177.0
6.0,25,33,2693600,14.047989197232866,13,29.0,1.6,4.0,208.0,192.0
4.0,12,17,235200,18.110968211333322,14,14.5,4.6,8.0,224.0,275.0
4.0,12,17,235200,18.110968211333322,14,14.5,4.6,8.0,224.0,275.0
6.0,21,28,243334,13.787882599385673,14,24.5,2.5,4.0,171.0,171.0
6.0,20,26,243334,13.787882599385673,14,23.0,2.5,4.0,171.0,171.0
6.0,14,19,243334,19.351414174576384,14,16.5,3.0,6.0,240.0,223.0
6.0,18,23,243334,19.351414174576384,14,20.5,3.0,6.0,240.0,223.0
6.0,21,28,330330,13.456248995387723,14,24.5,2.5,4.0,171.0,171.0
6.0,20,26,330330,13.456248995387723,14,23.0,2.5,4.0,171.0,171.0
6.0,14,19,330330,18.88596350229856,14,16.5,3.0,6.0,240.0,223.0
6.0,13,17,330330,18.88596350229856,14,15.0,3.0,6.0,240.0,223.0
4.0,17,24,792442,12.88386950093309,15,20.5,3.3,6.0,175.0,205.0
6.0,17,25,792442,18.479149969909745,15,21.0,4.0,6.0,251.0,259.0
6.0,11,17,41664,37.19493693794182,15,14.0,5.0,10.0,500.0,383.0
6.0,11,17,39494,37.19493693794182,15,14.0,5.0,10.0,500.0,383.0
6.0,17,24,1883560,17.994730003996942,15,20.5,3.0,6.0,260.0,225.0
6.0,17,24,1883560,17.994730003996942,15,20.5,3.0,6.0,260.0,225.0
6.0,25,35,1085470,12.808036375984235,13,30.0,2.5,4.0,178.0,170.0
6.0,25,35,1085470,12.808036375984235,13,30.0,2.5,4.0,178.0,170.0
6.0,25,35,1085470,12.808036375984235,13,30.0,2.5,4.0,178.0,170.0
6.0,21,30,1085470,19.28400982451559,13,25.5,3.5,6.0,268.0,248.0
6.0,25,35,1085470,12.808036375984235,13,30.0,2.5,4.0,178.0,170.0
6.0,21,30,1085470,19.28400982451559,13,25.5,3.5,6.0,268.0,248.0
7.5,19,25,450000,18.437420777811703,14,22.0,3.0,6.0,240.0,221.0
7.5,19,26,450000,23.046775972264626,14,22.5,3.0,6.0,300.0,300.0
5.0,17,20,135261,22.005982564883546,13,18.5,4.0,6.0,260.0,271.0
6.0,15,18,256284,20.876750642266202,13,16.5,4.0,6.0,260.0,271.0
5.0,17,20,256284,20.876750642266202,13,18.5,4.0,6.0,260.0,271.0
5.0,26,35,9252144,8.603294975900397,13,30.5,1.8,4.0,138.0,125.0
6.0,25,35,9252144,8.603294975900397,13,30.0,1.8,4.0,138.0,125.0
5.0,26,35,9252144,8.603294975900397,13,30.5,1.8,4.0,138.0,125.0
6.0,29,40,9252144,8.603294975900397,13,34.5,1.4,4.0,138.0,148.0
6.0,25,35,9252144,8.603294975900397,13,30.0,1.8,4.0,138.0,125.0
5.0,26,35,9252144,8.603294975900397,13,30.5,1.8,4.0,138.0,125.0
6.0,29,40,9252144,8.603294975900397,13,34.5,1.4,4.0,138.0,148.0
6.0,25,35,9252144,8.603294975900397,13,30.0,1.8,4.0,138.0,125.0
6.0,15,21,7854700,16.37627875049152,15,18.0,3.0,6.0,260.0,225.0
6.0,19,26,7854700,16.69120718800097,15,22.5,3.0,6.0,265.0,425.0
6.0,14,19,7854700,22.044990625661658,15,16.5,4.8,8.0,350.0,350.0
6.0,15,21,548576,24.21475534082516,14,18.0,5.3,8.0,320.0,335.0
6.0,11,16,548576,24.21475534082516,14,13.5,5.3,8.0,320.0,335.0
6.0,11,16,548576,24.21475534082516,14,13.5,5.3,8.0,320.0,335.0
6.0,15,21,548576,24.21475534082516,14,18.0,5.3,8.0,320.0,335.0
6.0,15,21,548576,24.21475534082516,14,18.0,5.3,8.0,320.0,335.0
6.0,15,21,548576,24.21475534082516,14,18.0,5.3,8.0,320.0,335.0
6.0,19,26,8197700,16.646393341365638,14,22.5,3.0,6.0,265.0,425.0
7.5,14,20,8197700,25.126631458665116,14,17.0,4.4,8.0,400.0,450.0
7.5,16,23,8197700,18.844973593998837,14,19.5,3.0,6.0,300.0,300.0
7.5,16,23,8197700,18.844973593998837,14,19.5,3.0,6.0,300.0,300.0
7.5,16,23,8197700,18.844973593998837,14,19.5,3.0,6.0,300.0,300.0
6.0,10,16,548576,26.636230874907675,14,13.0,6.0,8.0,352.0,382.0
6.0,10,15,548576,26.636230874907675,14,12.5,6.0,8.0,352.0,382.0
6.0,10,16,548576,26.636230874907675,14,13.0,6.0,8.0,352.0,382.0
6.0,10,15,548576,26.636230874907675,14,12.5,6.0,8.0,352.0,382.0
6.0,15,21,548576,24.21475534082516,15,18.0,5.3,8.0,320.0,335.0
6.0,15,21,548576,24.21475534082516,15,18.0,5.3,8.0,320.0,335.0
6.0,15,21,548576,24.21475534082516,15,18.0,5.3,8.0,320.0,335.0
5.0,18,25,505714,14.08587053684522,15,21.5,2.9,4.0,185.0,190.0
4.0,18,25,505714,14.08587053684522,15,21.5,2.9,4.0,185.0,190.0
5.0,18,24,820292,13.585542818603418,15,21.0,2.9,4.0,185.0,190.0
4.0,17,23,820292,13.585542818603418,15,20.0,2.9,4.0,185.0,190.0
4.0,17,23,505714,18.425841459008343,15,20.0,3.7,5.0,242.0,242.0
4.0,17,23,820292,17.771358714065013,15,20.0,3.7,5.0,242.0,242.0
5.0,18,25,3218180,12.34623362388884,15,21.5,2.9,4.0,185.0,190.0
4.0,18,25,3218180,12.34623362388884,15,21.5,2.9,4.0,185.0,190.0
5.0,18,24,5220040,11.96016361903107,15,21.0,2.9,4.0,185.0,190.0
4.0,17,23,5220040,11.96016361903107,15,20.0,2.9,4.0,185.0,190.0
4.0,17,23,3218180,16.150208308005944,15,20.0,3.7,5.0,242.0,242.0
4.0,17,23,5220040,15.645187004354156,15,20.0,3.7,5.0,242.0,242.0
4.0,20,26,2454270,11.554140404961469,14,23.0,2.5,4.0,170.0,170.0
5.0,20,27,2454270,11.554140404961469,14,23.5,2.5,4.0,170.0,170.0
6.0,17,23,36270,29.051011644424513,14,20.0,2.5,4.0,305.0,290.0
5.0,20,27,2454270,11.554140404961469,14,23.5,2.5,4.0,170.0,170.0
4.0,20,26,2454270,11.554140404961469,14,23.0,2.5,4.0,170.0,170.0
5.0,19,25,36270,25.24104290417212,14,22.0,2.5,4.0,265.0,244.0
5.0,18,25,3218180,12.34623362388884,15,21.5,2.9,4.0,185.0,190.0
4.0,18,25,3218180,12.34623362388884,15,21.5,2.9,4.0,185.0,190.0
5.0,18,24,5220040,11.96016361903107,15,21.0,2.9,4.0,185.0,190.0
4.0,17,23,5220040,11.96016361903107,15,20.0,2.9,4.0,185.0,190.0
4.0,17,23,3218180,16.150208308005944,15,20.0,3.7,5.0,242.0,242.0
4.0,15,20,3218180,20.020919390090015,15,17.5,5.3,8.0,300.0,320.0
4.0,17,23,5220040,15.645187004354156,15,20.0,3.7,5.0,242.0,242.0
4.0,14,19,5220040,19.394859922753085,15,16.5,5.3,8.0,300.0,320.0
4.0,19,24,2454270,15.224279121831584,15,21.5,2.5,4.0,224.0,226.0
4.0,20,26,2517200,11.534292913557328,15,23.0,2.5,4.0,170.0,170.0
6.0,17,23,36270,29.051011644424513,15,20.0,2.5,4.0,305.0,290.0
4.0,20,26,2454270,11.554140404961469,15,23.0,2.5,4.0,170.0,170.0
5.0,20,27,2517200,11.534292913557328,15,23.5,2.5,4.0,170.0,170.0
5.0,20,27,2454270,11.554140404961469,15,23.5,2.5,4.0,170.0,170.0
6.0,17,23,36270,29.051011644424513,15,20.0,2.5,4.0,305.0,290.0
5.0,18,25,2454270,18.010865925381115,15,21.5,2.5,4.0,265.0,244.0
4.0,17,23,3218180,16.150208308005944,15,20.0,3.7,5.0,242.0,242.0
4.0,17,23,5220040,15.645187004354156,15,20.0,3.7,5.0,242.0,242.0
4.0,15,20,3218180,20.020919390090015,15,17.5,5.3,8.0,300.0,320.0
4.0,14,19,5220040,19.394859922753085,15,16.5,5.3,8.0,300.0,320.0
4.0,18,25,3040800,12.393124768906098,15,21.5,2.9,4.0,185.0,190.0
4.0,17,23,3040800,16.21154699500149,15,20.0,3.7,5.0,242.0,242.0
4.0,15,20,3040800,20.09695908471259,15,17.5,5.3,8.0,300.0,320.0
4.0,16,21,5421920,15.606901376743076,15,18.5,3.7,5.0,242.0,242.0
4.0,14,19,5421920,19.34739840092117,15,16.5,5.3,8.0,300.0,320.0
4.0,17,23,3040800,16.21154699500149,15,20.0,3.7,5.0,242.0,242.0
4.0,16,21,5421920,15.606901376743076,15,18.5,3.7,5.0,242.0,242.0
4.0,15,20,3040800,20.09695908471259,15,17.5,5.3,8.0,300.0,320.0
4.0,14,19,5421920,19.34739840092117,15,16.5,5.3,8.0,300.0,320.0
4.0,14,20,4295424,14.077073295553795,14,17.0,3.7,6.0,215.0,235.0
5.0,9,13,4295424,20.29717544940315,14,11.0,4.7,8.0,310.0,330.0
5.0,14,20,4295424,25.535156210539444,14,17.0,5.7,8.0,390.0,407.0
5.0,13,18,4969216,20.105361380508317,14,15.5,4.7,8.0,310.0,330.0
5.0,13,19,4969216,25.293841736768524,14,16.0,5.7,8.0,390.0,407.0
5.0,14,19,4295424,20.29717544940315,14,16.5,4.7,8.0,310.0,330.0
5.0,13,18,4969216,20.105361380508317,14,15.5,4.7,8.0,310.0,330.0
5.0,14,20,4295424,25.535156210539444,14,17.0,5.7,8.0,390.0,407.0
5.0,13,19,4969216,25.293841736768524,14,16.0,5.7,8.0,390.0,407.0
4.0,14,20,4739840,13.986910978234151,14,17.0,3.7,6.0,215.0,235.0
5.0,9,13,4739840,20.167173968616684,14,11.0,4.7,8.0,310.0,330.0
5.0,14,20,4739840,25.371605960517762,14,17.0,5.7,8.0,390.0,407.0
5.0,13,18,5358080,20.007594564642247,14,15.5,4.7,8.0,310.0,330.0
5.0,13,19,5358080,25.170844774872503,14,16.0,5.7,8.0,390.0,407.0
5.0,14,19,4739840,20.167173968616684,14,16.5,4.7,8.0,310.0,330.0
5.0,14,20,4739840,25.371605960517762,14,17.0,5.7,8.0,390.0,407.0
5.0,9,12,5358080,20.007594564642247,14,10.5,4.7,8.0,310.0,330.0
5.0,13,19,5358080,25.170844774872503,14,16.0,5.7,8.0,390.0,407.0
5.0,14,20,4739840,25.371605960517762,14,17.0,5.7,8.0,390.0,407.0
5.0,13,19,5358080,25.170844774872503,14,16.0,5.7,8.0,390.0,407.0
5.0,9,13,4295424,20.29717544940315,14,11.0,4.7,8.0,310.0,330.0
5.0,13,19,5358080,25.170844774872503,14,16.0,5.7,8.0,390.0,407.0
5.0,14,19,4739840,20.167173968616684,14,16.5,4.7,8.0,310.0,330.0
5.0,14,20,4739840,25.371605960517762,14,17.0,5.7,8.0,390.0,407.0
5.0,9,12,5358080,20.007594564642247,14,10.5,4.7,8.0,310.0,330.0
5.0,13,19,5358080,25.170844774872503,14,16.0,5.7,8.0,390.0,407.0
5.0,14,19,4739840,20.167173968616684,14,16.5,4.7,8.0,310.0,330.0
5.0,14,20,4739840,25.371605960517762,14,17.0,5.7,8.0,390.0,407.0
5.0,9,12,5358080,20.007594564642247,14,10.5,4.7,8.0,310.0,330.0
5.0,13,19,5358080,25.170844774872503,14,16.0,5.7,8.0,390.0,407.0
5.0,14,20,4739840,25.371605960517762,14,17.0,5.7,8.0,390.0,407.0
5.0,13,19,5358080,25.170844774872503,14,16.0,5.7,8.0,390.0,407.0
5.0,14,20,4739840,25.371605960517762,14,17.0,5.7,8.0,390.0,407.0
5.0,13,19,5358080,25.170844774872503,14,16.0,5.7,8.0,390.0,407.0
5.0,14,20,4739840,25.371605960517762,14,17.0,5.7,8.0,390.0,407.0
5.0,13,19,4739840,25.371605960517762,14,16.0,5.7,8.0,390.0,407.0
4.0,15,20,1884960,13.495353528918733,14,17.5,4.3,6.0,195.0,260.0
4.0,14,19,1884960,20.90049623453055,14,16.5,4.8,8.0,302.0,305.0
6.0,11,16,1884960,21.800186469791797,14,13.5,5.3,8.0,315.0,335.0
4.0,14,18,2007360,13.43684853402746,14,16.0,4.3,6.0,195.0,260.0
4.0,10,13,2007360,20.809888498852786,14,11.5,4.8,8.0,302.0,305.0
6.0,11,16,2007360,21.705678401121283,14,13.5,5.3,8.0,315.0,335.0
4.0,14,19,1884960,20.90049623453055,14,16.5,4.8,8.0,302.0,305.0
6.0,11,16,1884960,21.800186469791797,14,13.5,5.3,8.0,315.0,335.0
4.0,13,18,2007360,20.809888498852786,14,15.5,4.8,8.0,302.0,305.0
6.0,11,16,2007360,21.705678401121283,14,13.5,5.3,8.0,315.0,335.0
5.0,14,20,4295424,25.535156210539444,14,17.0,5.7,8.0,390.0,407.0
5.0,13,19,4969216,25.293841736768524,14,16.0,5.7,8.0,390.0,407.0
6.0,15,21,344540,25.09810146799991,14,18.0,5.3,8.0,320.0,335.0
6.0,11,16,344540,25.09810146799991,14,13.5,5.3,8.0,320.0,335.0
6.0,11,16,344540,25.09810146799991,14,13.5,5.3,8.0,320.0,335.0
6.0,11,16,344540,25.09810146799991,14,13.5,5.3,8.0,320.0,335.0
